2021-06-09 15:54:49.384613 [47.1066485, 7.216866333] 213.33 0.0 None 0 0 throttle 
2021-06-09 15:55:12.808128 [47.106686667, 7.216857333] 21.3 0.664699213444047 None 0 0 Started autonomous drive 
2021-06-09 15:55:14.543201 [47.1066875, 7.2168575] 76.29 0.0 (47.106653985807164, 7.216847330313385) 32.0 -64.0 turn_to_on_spot 191.76762484269267 115.47762484269265 2 
2021-06-09 15:55:14.644687 [47.1066875, 7.2168575] 76.29 0.0 (47.106653985807164, 7.216847330313385) 32.0 -64.0 turn_to_on_spot 191.76762484269267 115.47762484269265 2 
2021-06-09 15:55:14.746304 [47.1066875, 7.2168575] 84.65 0.0 (47.106653985807164, 7.216847330313385) 30.0 -60.0 turn_to_on_spot 191.76762484269267 107.11762484269263 2 
2021-06-09 15:55:14.848985 [47.106691, 7.216860167] 91.31 0.8929547402210571 (47.106653985807164, 7.216847330313385) 28.0 -56.0 turn_to_on_spot 191.76762484269267 101.59762484269265 2 
2021-06-09 15:55:14.950551 [47.106691, 7.216860167] 91.31 0.8929547402210571 (47.106653985807164, 7.216847330313385) 28.0 -56.0 turn_to_on_spot 191.76762484269267 100.45762484269267 2 
2021-06-09 15:55:15.052193 [47.106691, 7.216860167] 98.17 0.8929547402210571 (47.106653985807164, 7.216847330313385) 26.0 -52.0 turn_to_on_spot 191.76762484269267 93.59762484269265 2 
2021-06-09 15:55:15.154453 [47.106691, 7.216860167] 98.17 0.8929547402210571 (47.106653985807164, 7.216847330313385) 26.0 -52.0 turn_to_on_spot 191.76762484269267 93.59762484269265 2 
2021-06-09 15:55:15.256654 [47.106691, 7.216860167] 107.05 0.8929547402210571 (47.106653985807164, 7.216847330313385) 23.5 -47.0 turn_to_on_spot 191.76762484269267 84.71762484269266 2 
2021-06-09 15:55:15.358977 [47.106691, 7.216860167] 114.92 0.8929547402210571 (47.106653985807164, 7.216847330313385) 21.5 -43.0 turn_to_on_spot 191.76762484269267 76.84762484269265 2 
2021-06-09 15:55:15.460569 [47.106691, 7.216860167] 114.92 0.8929547402210571 (47.106653985807164, 7.216847330313385) 21.5 -43.0 turn_to_on_spot 191.76762484269267 76.84762484269265 2 
2021-06-09 15:55:15.562058 [47.106691, 7.216860167] 120.33 0.0 (47.106653985807164, 7.216847330313385) 20.0 -40.0 turn_to_on_spot 191.76762484269267 71.43762484269268 2 
2021-06-09 15:55:15.663595 [47.106691, 7.216860167] 131.21 0.0 (47.106653985807164, 7.216847330313385) 17.0 -34.0 turn_to_on_spot 191.76762484269267 60.55762484269269 2 
2021-06-09 15:55:15.765207 [47.106691, 7.216860167] 147.42 0.0 (47.106653985807164, 7.216847330313385) 12.5 -25.0 turn_to_on_spot 191.76762484269267 44.34762484269265 2 
2021-06-09 15:55:15.866707 [47.106691, 7.216860167] 152.74 0.0 (47.106653985807164, 7.216847330313385) 11.0 -22.0 turn_to_on_spot 191.76762484269267 39.0276248426926 2 
2021-06-09 15:55:15.968191 [47.106691, 7.216860167] 157.51 0.0 (47.106653985807164, 7.216847330313385) 9.5 -19.0 turn_to_on_spot 191.76762484269267 34.25762484269262 2 
2021-06-09 15:55:16.069690 [47.106691, 7.216860167] 160.94 0.0 (47.106653985807164, 7.216847330313385) 8.5 -17.0 turn_to_on_spot 191.76762484269267 30.82762484269267 2 
2021-06-09 15:55:16.171757 [47.106691, 7.216860167] 165.76 0.0 (47.106653985807164, 7.216847330313385) 7.0 -14.0 turn_to_on_spot 191.76762484269267 26.00762484269262 2 
2021-06-09 15:55:16.273908 [47.106690833, 7.216863] 167.66 2.7360660882166035 (47.106653985807164, 7.216847330313385) 6.5 -13.0 turn_to_on_spot 191.76762484269267 24.107624842692644 2 
2021-06-09 15:55:16.376289 [47.106690833, 7.216863] 172.26 2.7360660882166035 (47.106653985807164, 7.216847330313385) 5.5 -11.0 turn_to_on_spot 191.76762484269267 19.50762484269262 2 
2021-06-09 15:55:16.478178 [47.106690833, 7.216863] 176.88 2.7360660882166035 (47.106653985807164, 7.216847330313385) 4.0 -8.0 turn_to_on_spot 191.76762484269267 14.88762484269273 2 
2021-06-09 15:55:16.579670 [47.106690833, 7.216863] 181.46 2.7360660882166035 (47.106653985807164, 7.216847330313385) 3.0 -6.0 turn_to_on_spot 191.76762484269267 10.30762484269269 2 
2021-06-09 15:55:16.681236 [47.106690833, 7.216863] 185.67 2.7360660882166035 (47.106653985807164, 7.216847330313385) 1.5 -3.0 turn_to_on_spot 191.76762484269267 6.097624842692653 2 
2021-06-09 15:55:16.783072 [47.106690833, 7.216863] 189.04 2.7360660882166035 (47.106653985807164, 7.216847330313385) 1.0 -2.0 turn_to_on_spot 191.76762484269267 2.7276248426926486 1.9 
2021-06-09 15:55:16.885994 [47.106690833, 7.216863] 191.7 2.7360660882166035 (47.106653985807164, 7.216847330313385) 0.5 -1.0 turn_to_on_spot 191.76762484269267 1.6476248426927214 1.8 
2021-06-09 15:55:16.987563 [47.106690833, 7.216863] 194.33 2.7360660882166035 (47.106653985807164, 7.216847330313385) -1.0 0.5 turn_to_on_spot 191.76762484269267 -2.562375157307315 1.7 
2021-06-09 15:55:17.089078 [47.106690833, 7.216863] 196.71 2.7360660882166035 (47.106653985807164, 7.216847330313385) -3.0 1.5 turn_to_on_spot 191.76762484269267 -4.9423751573073105 1.6 
2021-06-09 15:55:17.191043 [47.106689667, 7.216864167] 200.24 5.793129908009056 (47.106653985807164, 7.216847330313385) -5.0 2.5 turn_to_on_spot 191.76762484269267 -8.472375157307397 2 
2021-06-09 15:55:17.293085 [47.106689667, 7.216864167] 202.34 5.793129908009056 (47.106653985807164, 7.216847330313385) -6.0 3.0 turn_to_on_spot 191.76762484269267 -10.572375157307306 2 
2021-06-09 15:55:17.394940 [47.106689667, 7.216864167] 205.04 5.793129908009056 (47.106653985807164, 7.216847330313385) -7.0 3.5 turn_to_on_spot 191.76762484269267 -13.272375157307351 2 
2021-06-09 15:55:17.496444 [47.106689667, 7.216864167] 207.48 5.793129908009056 (47.106653985807164, 7.216847330313385) -9.0 4.5 turn_to_on_spot 191.76762484269267 -15.712375157307292 2 
2021-06-09 15:55:17.597886 [47.106689667, 7.216864167] 207.48 5.793129908009056 (47.106653985807164, 7.216847330313385) -9.0 4.5 turn_to_on_spot 191.76762484269267 -15.712375157307292 2 
2021-06-09 15:55:17.699445 [47.106689667, 7.216864167] 209.85 5.793129908009056 (47.106653985807164, 7.216847330313385) -10.0 5.0 turn_to_on_spot 191.76762484269267 -18.082375157307297 2 
2021-06-09 15:55:17.800984 [47.106689667, 7.216864167] 212.4 5.793129908009056 (47.106653985807164, 7.216847330313385) -11.0 5.5 turn_to_on_spot 191.76762484269267 -20.632375157307365 2 
2021-06-09 15:55:17.902571 [47.106689667, 7.216864167] 215.14 5.793129908009056 (47.106653985807164, 7.216847330313385) -13.0 6.5 turn_to_on_spot 191.76762484269267 -23.37237515730726 2 
2021-06-09 15:55:18.004009 [47.106689667, 7.216864167] 216.32 5.793129908009056 (47.106653985807164, 7.216847330313385) -14.0 7.0 turn_to_on_spot 191.76762484269267 -24.552375157307324 2 
2021-06-09 15:55:18.105575 [47.106689667, 7.216864167] 217.45 5.793129908009056 (47.106653985807164, 7.216847330313385) -14.0 7.0 turn_to_on_spot 191.76762484269267 -25.68237515730732 2 
2021-06-09 15:55:18.207480 [47.106689667, 7.216864167] 218.65 0.0 (47.106653985807164, 7.216847330313385) -15.0 7.5 turn_to_on_spot 191.76762484269267 -26.882375157307365 2 
2021-06-09 15:55:18.309435 [47.106689667, 7.216864167] 219.71 0.0 (47.106653985807164, 7.216847330313385) -16.0 8.0 turn_to_on_spot 191.76762484269267 -27.94237515730731 2 
2021-06-09 15:55:18.410979 [47.106689667, 7.216864167] 220.72 0.0 (47.106653985807164, 7.216847330313385) -16.0 8.0 turn_to_on_spot 191.76762484269267 -28.9523751573073 2 
2021-06-09 15:55:18.512566 [47.106689667, 7.216864167] 220.72 0.0 (47.106653985807164, 7.216847330313385) -16.0 8.0 turn_to_on_spot 191.76762484269267 -28.9523751573073 2 
2021-06-09 15:55:18.614191 [47.106689667, 7.216864167] 221.9 0.0 (47.106653985807164, 7.216847330313385) -17.0 8.5 turn_to_on_spot 191.76762484269267 -30.132375157307365 2 
2021-06-09 15:55:18.715636 [47.106689667, 7.216864167] 223.01 0.0 (47.106653985807164, 7.216847330313385) -17.0 8.5 turn_to_on_spot 191.76762484269267 -31.242375157307322 2 
2021-06-09 15:55:18.817189 [47.106689667, 7.216864167] 223.01 0.0 (47.106653985807164, 7.216847330313385) -17.0 8.5 turn_to_on_spot 191.76762484269267 -31.242375157307322 2 
2021-06-09 15:55:18.918677 [47.106689667, 7.216864167] 223.01 0.0 (47.106653985807164, 7.216847330313385) -17.0 8.5 turn_to_on_spot 191.76762484269267 -31.242375157307322 2 
2021-06-09 15:55:19.020192 [47.106689667, 7.216864167] 223.01 0.0 (47.106653985807164, 7.216847330313385) -17.0 8.5 turn_to_on_spot 191.76762484269267 -31.242375157307322 2 
2021-06-09 15:55:19.122336 [47.1066865, 7.216864333] 223.01 0.354324390313154 (47.106653985807164, 7.216847330313385) -17.0 8.5 turn_to_on_spot 191.76762484269267 -31.242375157307322 2 
2021-06-09 15:55:19.224571 [47.1066865, 7.216864333] 223.01 0.0 (47.106653985807164, 7.216847330313385) -17.0 8.5 turn_to_on_spot 191.76762484269267 -31.242375157307322 2 
2021-06-09 15:55:19.326539 [47.1066865, 7.216864333] 223.01 0.0 (47.106653985807164, 7.216847330313385) -17.0 8.5 turn_to_on_spot 191.76762484269267 -31.242375157307322 2 
2021-06-09 15:55:19.428438 [47.1066865, 7.216864333] 223.01 0.0 (47.106653985807164, 7.216847330313385) -17.0 8.5 turn_to_on_spot 191.76762484269267 -31.242375157307322 2 
2021-06-09 15:55:19.529944 [47.1066865, 7.216864333] 223.01 0.0 (47.106653985807164, 7.216847330313385) -17.0 8.5 turn_to_on_spot 191.76762484269267 -31.242375157307322 2 
2021-06-09 15:55:19.631582 [47.1066865, 7.216864333] 221.89 0.0 (47.106653985807164, 7.216847330313385) -17.0 8.5 turn_to_on_spot 191.76762484269267 -30.122375157307317 2 
2021-06-09 15:55:19.733197 [47.1066865, 7.216864333] 221.89 0.0 (47.106653985807164, 7.216847330313385) -17.0 8.5 turn_to_on_spot 191.76762484269267 -30.122375157307317 2 
2021-06-09 15:55:19.834822 [47.106686333, 7.2168645] 220.74 0.03562517718501699 (47.106653985807164, 7.216847330313385) -16.0 8.0 turn_to_on_spot 191.76762484269267 -28.97237515730734 2 
2021-06-09 15:55:19.936265 [47.106686333, 7.2168645] 219.71 0.03562517718501699 (47.106653985807164, 7.216847330313385) -16.0 8.0 turn_to_on_spot 191.76762484269267 -27.94237515730731 2 
2021-06-09 15:55:20.037812 [47.106686333, 7.2168645] 219.71 0.03562517718501699 (47.106653985807164, 7.216847330313385) -16.0 8.0 turn_to_on_spot 191.76762484269267 -27.94237515730731 2 
2021-06-09 15:55:20.139682 [47.106686333, 7.2168645] 218.66 0.03562517718501699 (47.106653985807164, 7.216847330313385) -15.0 7.5 turn_to_on_spot 191.76762484269267 -26.892375157307356 2 
2021-06-09 15:55:20.241743 [47.106686333, 7.2168645] 218.66 0.0 (47.106653985807164, 7.216847330313385) -15.0 7.5 turn_to_on_spot 191.76762484269267 -26.892375157307356 2 
2021-06-09 15:55:20.343806 [47.106686333, 7.2168645] 217.53 0.0 (47.106653985807164, 7.216847330313385) -14.0 7.0 turn_to_on_spot 191.76762484269267 -25.76237515730736 2 
2021-06-09 15:55:20.445441 [47.106686333, 7.2168645] 216.53 0.0 (47.106653985807164, 7.216847330313385) -14.0 7.0 turn_to_on_spot 191.76762484269267 -24.76237515730736 2 
2021-06-09 15:55:20.546910 [47.106686333, 7.2168645] 216.53 0.0 (47.106653985807164, 7.216847330313385) -14.0 7.0 turn_to_on_spot 191.76762484269267 -24.76237515730736 2 
2021-06-09 15:55:20.648760 [47.106686333, 7.2168645] 215.42 0.0 (47.106653985807164, 7.216847330313385) -13.0 6.5 turn_to_on_spot 191.76762484269267 -23.652375157307347 2 
2021-06-09 15:55:20.750317 [47.106686333, 7.2168645] 214.27 0.0 (47.106653985807164, 7.216847330313385) -13.0 6.5 turn_to_on_spot 191.76762484269267 -22.50237515730737 2 
2021-06-09 15:55:20.851824 [47.106686333, 7.2168645] 213.11 0.0 (47.106653985807164, 7.216847330313385) -12.0 6.0 turn_to_on_spot 191.76762484269267 -21.342375157307288 2 
2021-06-09 15:55:20.953451 [47.106686333, 7.2168645] 212.09 0.0 (47.106653985807164, 7.216847330313385) -11.0 5.5 turn_to_on_spot 191.76762484269267 -20.322375157307306 2 
2021-06-09 15:55:21.055080 [47.106686333, 7.2168645] 211.07 0.0 (47.106653985807164, 7.216847330313385) -11.0 5.5 turn_to_on_spot 191.76762484269267 -19.302375157307324 2 
2021-06-09 15:55:21.156992 [47.106686333, 7.2168645] 209.89 0.0 (47.106653985807164, 7.216847330313385) -10.0 5.0 turn_to_on_spot 191.76762484269267 -18.12237515730726 2 
2021-06-09 15:55:21.259004 [47.106686333, 7.2168645] 207.7 0.0 (47.106653985807164, 7.216847330313385) -9.0 4.5 turn_to_on_spot 191.76762484269267 -15.93237515730732 2 
2021-06-09 15:55:21.361335 [47.106686333, 7.2168645] 206.53 0.0 (47.106653985807164, 7.216847330313385) -8.0 4.0 turn_to_on_spot 191.76762484269267 -14.76237515730736 2 
2021-06-09 15:55:21.462931 [47.106684167, 7.216864] 205.45 0.9360117014682194 (47.106653985807164, 7.216847330313385) -8.0 4.0 turn_to_on_spot 191.76762484269267 -13.68237515730732 2 
2021-06-09 15:55:21.564438 [47.106684167, 7.216864] 204.35 0.9360117014682194 (47.106653985807164, 7.216847330313385) -7.0 3.5 turn_to_on_spot 191.76762484269267 -12.582375157307297 2 
2021-06-09 15:55:21.666044 [47.106684167, 7.216864] 203.35 0.9360117014682194 (47.106653985807164, 7.216847330313385) -6.0 3.0 turn_to_on_spot 191.76762484269267 -11.582375157307297 2 
2021-06-09 15:55:21.767627 [47.106684167, 7.216864] 202.31 0.9360117014682194 (47.106653985807164, 7.216847330313385) -6.0 3.0 turn_to_on_spot 191.76762484269267 -10.542375157307333 2 
2021-06-09 15:55:21.869171 [47.106684167, 7.216864] 201.29 0.9360117014682194 (47.106653985807164, 7.216847330313385) -5.0 2.5 turn_to_on_spot 191.76762484269267 -9.522375157307351 2 
2021-06-09 15:55:21.970691 [47.106684167, 7.216864] 200.03 0.9360117014682194 (47.106653985807164, 7.216847330313385) -5.0 2.5 turn_to_on_spot 191.76762484269267 -8.26237515730736 2 
2021-06-09 15:55:22.072341 [47.106684167, 7.216864] 198.91 0.9360117014682194 (47.106653985807164, 7.216847330313385) -4.0 2.0 turn_to_on_spot 191.76762484269267 -7.142375157307356 2 
2021-06-09 15:55:22.174376 [47.106684167, 7.216864] 197.73 0.0 (47.106653985807164, 7.216847330313385) -3.0 1.5 turn_to_on_spot 191.76762484269267 -5.962375157307292 2 
2021-06-09 15:55:22.276414 [47.106683833, 7.216864] 196.52 0.7973908687621165 (47.106653985807164, 7.216847330313385) -3.0 1.5 turn_to_on_spot 191.76762484269267 -4.75237515730737 1.9 
2021-06-09 15:55:22.378788 [47.106683833, 7.216864] 194.24 0.7973908687621165 (47.106653985807164, 7.216847330313385) -1.0 0.5 turn_to_on_spot 191.76762484269267 -2.472375157307397 1.8 
2021-06-09 15:55:22.480301 [47.106683833, 7.216864] 193.13 0.7973908687621165 (47.106653985807164, 7.216847330313385) -1.0 0.5 turn_to_on_spot 191.76762484269267 -1.3623751573072695 1.7 
2021-06-09 15:55:22.581957 [47.106683833, 7.216864] 191.98 0.7973908687621165 (47.106653985807164, 7.216847330313385) -0.0 0.0 turn_to_on_spot 191.76762484269267 -0.21237515730729228 1.6 
2021-06-09 15:55:22.683482 [47.106683833, 7.216864] 190.8 0.7973908687621165 (47.106653985807164, 7.216847330313385) 0.5 -1.0 turn_to_on_spot 191.76762484269267 0.9676248426926577 1.5 
2021-06-09 15:55:22.785028 [47.106683833, 7.216864] 189.63 0.7973908687621165 (47.106653985807164, 7.216847330313385) 0.5 -1.0 turn_to_on_spot 191.76762484269267 2.1376248426927305 1.4 
2021-06-09 15:55:22.886661 [47.106683833, 7.216864] 189.63 0.7973908687621165 (47.106653985807164, 7.216847330313385) 0.5 -1.0 turn_to_on_spot 191.76762484269267 2.1376248426927305 1.3 
2021-06-09 15:55:22.988133 [47.106683833, 7.216864] 188.6 0.7973908687621165 (47.106653985807164, 7.216847330313385) 1.0 -2.0 turn_to_on_spot 191.76762484269267 3.167624842692703 1.2000000000000002 
2021-06-09 15:55:23.089719 [47.106683833, 7.216864] 187.47 0.7973908687621165 (47.106653985807164, 7.216847330313385) 1.0 -2.0 turn_to_on_spot 191.76762484269267 4.297624842692699 1.1 
2021-06-09 15:55:23.191763 [47.106683833, 7.216864] 186.43 0.0 (47.106653985807164, 7.216847330313385) 1.5 -3.0 turn_to_on_spot 191.76762484269267 5.337624842692662 2 
2021-06-09 15:55:23.293893 [47.106683167, 7.216864167] 186.43 0.5374311544100194 (47.106653985807164, 7.216847330313385) 1.5 -3.0 turn_to_on_spot 191.76762484269267 5.337624842692662 2 
2021-06-09 15:55:23.395849 [47.106683167, 7.216864167] 185.33 0.5374311544100194 (47.106653985807164, 7.216847330313385) 2.0 -4.0 turn_to_on_spot 191.76762484269267 6.437624842692685 2 
2021-06-09 15:55:23.498646 [47.106683167, 7.216864167] 184.3 0.5374311544100194 (47.106653985807164, 7.216847330313385) 2.0 -4.0 turn_to_on_spot 191.76762484269267 6.437624842692685 2 
2021-06-09 15:55:23.600374 [47.106683167, 7.216864167] 184.3 0.5374311544100194 (47.106653985807164, 7.216847330313385) 2.0 -4.0 turn_to_on_spot 191.76762484269267 7.467624842692658 2 
2021-06-09 15:55:23.701969 [47.106683167, 7.216864167] 183.28 0.5374311544100194 (47.106653985807164, 7.216847330313385) 2.5 -5.0 turn_to_on_spot 191.76762484269267 8.48762484269264 2 
2021-06-09 15:55:23.803512 [47.106683167, 7.216864167] 182.18 0.5374311544100194 (47.106653985807164, 7.216847330313385) 2.5 -5.0 turn_to_on_spot 191.76762484269267 9.587624842692662 2 
2021-06-09 15:55:23.905008 [47.106683167, 7.216864167] 181.17 0.5374311544100194 (47.106653985807164, 7.216847330313385) 3.0 -6.0 turn_to_on_spot 191.76762484269267 10.597624842692653 2 
2021-06-09 15:55:24.006533 [47.106683167, 7.216864167] 181.17 0.5374311544100194 (47.106653985807164, 7.216847330313385) 3.0 -6.0 turn_to_on_spot 191.76762484269267 10.597624842692653 2 
2021-06-09 15:55:24.108061 [47.106683167, 7.216864167] 181.17 0.5374311544100194 (47.106653985807164, 7.216847330313385) 3.0 -6.0 turn_to_on_spot 191.76762484269267 10.597624842692653 2 
2021-06-09 15:55:24.209640 [47.106683167, 7.216864167] 180.08 0.0 (47.106653985807164, 7.216847330313385) 3.0 -6.0 turn_to_on_spot 191.76762484269267 11.687624842692685 2 
2021-06-09 15:55:24.311341 [47.106683167, 7.216864167] 179.06 0.0 (47.106653985807164, 7.216847330313385) 3.5 -7.0 turn_to_on_spot 191.76762484269267 12.707624842692667 2 
2021-06-09 15:55:24.412866 [47.106683167, 7.216864167] 179.06 0.0 (47.106653985807164, 7.216847330313385) 3.5 -7.0 turn_to_on_spot 191.76762484269267 12.707624842692667 2 
2021-06-09 15:55:24.514515 [47.106683167, 7.216864167] 178.02 0.0 (47.106653985807164, 7.216847330313385) 4.0 -8.0 turn_to_on_spot 191.76762484269267 13.74762484269263 2 
2021-06-09 15:55:24.616146 [47.106683167, 7.216864167] 178.02 0.0 (47.106653985807164, 7.216847330313385) 4.0 -8.0 turn_to_on_spot 191.76762484269267 13.74762484269263 2 
2021-06-09 15:55:24.717665 [47.106683167, 7.216864167] 178.02 0.0 (47.106653985807164, 7.216847330313385) 4.0 -8.0 turn_to_on_spot 191.76762484269267 13.74762484269263 2 
2021-06-09 15:55:24.819181 [47.106683167, 7.216864167] 178.02 0.0 (47.106653985807164, 7.216847330313385) 4.0 -8.0 turn_to_on_spot 191.76762484269267 13.74762484269263 2 
2021-06-09 15:55:24.920703 [47.106683167, 7.216864167] 176.98 0.0 (47.106653985807164, 7.216847330313385) 4.0 -8.0 turn_to_on_spot 191.76762484269267 14.787624842692708 2 
2021-06-09 15:55:25.022352 [47.106681333, 7.216864833] 176.98 0.25383942617697536 (47.106653985807164, 7.216847330313385) 4.0 -8.0 turn_to_on_spot 191.76762484269267 14.787624842692708 2 
2021-06-09 15:55:25.124265 [47.106681333, 7.216864833] 176.98 0.0 (47.106653985807164, 7.216847330313385) 4.0 -8.0 turn_to_on_spot 191.76762484269267 14.787624842692708 2 
2021-06-09 15:55:25.225833 [47.106681333, 7.216864833] 176.98 0.0 (47.106653985807164, 7.216847330313385) 4.0 -8.0 turn_to_on_spot 191.76762484269267 14.787624842692708 2 
2021-06-09 15:55:25.327417 [47.106681333, 7.216864833] 175.95 0.0 (47.106653985807164, 7.216847330313385) 4.5 -9.0 turn_to_on_spot 191.76762484269267 15.81762484269268 2 
2021-06-09 15:55:25.428938 [47.106681333, 7.216864833] 175.95 0.0 (47.106653985807164, 7.216847330313385) 4.5 -9.0 turn_to_on_spot 191.76762484269267 15.81762484269268 2 
2021-06-09 15:55:25.530461 [47.106681333, 7.216864833] 175.95 0.0 (47.106653985807164, 7.216847330313385) 4.5 -9.0 turn_to_on_spot 191.76762484269267 15.81762484269268 2 
2021-06-09 15:55:25.632113 [47.106681333, 7.216864833] 175.95 0.0 (47.106653985807164, 7.216847330313385) 4.5 -9.0 turn_to_on_spot 191.76762484269267 15.81762484269268 2 
2021-06-09 15:55:25.733748 [47.106681333, 7.216864833] 175.95 0.0 (47.106653985807164, 7.216847330313385) 4.5 -9.0 turn_to_on_spot 191.76762484269267 15.81762484269268 2 
2021-06-09 15:55:25.835258 [47.106681333, 7.216864833] 175.95 0.0 (47.106653985807164, 7.216847330313385) 4.5 -9.0 turn_to_on_spot 191.76762484269267 15.81762484269268 2 
2021-06-09 15:55:25.936787 [47.106681333, 7.216864833] 175.95 0.0 (47.106653985807164, 7.216847330313385) 4.5 -9.0 turn_to_on_spot 191.76762484269267 15.81762484269268 2 
2021-06-09 15:55:26.038434 [47.106681333, 7.216864833] 175.95 0.0 (47.106653985807164, 7.216847330313385) 4.5 -9.0 turn_to_on_spot 191.76762484269267 15.81762484269268 2 
2021-06-09 15:55:26.140030 [47.106680833, 7.216865] 175.95 0.0 (47.106653985807164, 7.216847330313385) 4.5 -9.0 turn_to_on_spot 191.76762484269267 15.81762484269268 2 
2021-06-09 15:55:26.241750 [47.106680833, 7.216865] 175.95 0.0 (47.106653985807164, 7.216847330313385) 4.5 -9.0 turn_to_on_spot 191.76762484269267 15.81762484269268 2 
2021-06-09 15:55:26.344883 [47.106680833, 7.216865] 175.95 0.0 (47.106653985807164, 7.216847330313385) 4.5 -9.0 turn_to_on_spot 191.76762484269267 15.81762484269268 2 
2021-06-09 15:55:26.446869 [47.106680833, 7.216865] 175.95 0.0 (47.106653985807164, 7.216847330313385) 4.5 -9.0 turn_to_on_spot 191.76762484269267 15.81762484269268 2 
2021-06-09 15:55:26.548415 [47.106680833, 7.216865] 177.11 0.0 (47.106653985807164, 7.216847330313385) 4.0 -8.0 turn_to_on_spot 191.76762484269267 14.657624842692712 2 
2021-06-09 15:55:26.650057 [47.106680833, 7.216865] 177.11 0.0 (47.106653985807164, 7.216847330313385) 4.0 -8.0 turn_to_on_spot 191.76762484269267 14.657624842692712 2 
2021-06-09 15:55:26.751715 [47.106680833, 7.216865] 177.11 0.0 (47.106653985807164, 7.216847330313385) 4.0 -8.0 turn_to_on_spot 191.76762484269267 14.657624842692712 2 
2021-06-09 15:55:26.853201 [47.106680833, 7.216865] 177.11 0.0 (47.106653985807164, 7.216847330313385) 4.0 -8.0 turn_to_on_spot 191.76762484269267 14.657624842692712 2 
2021-06-09 15:55:26.954719 [47.106680833, 7.216865] 178.15 0.0 (47.106653985807164, 7.216847330313385) 4.0 -8.0 turn_to_on_spot 191.76762484269267 13.617624842692635 2 
